Unnamed: 0,categoria,asunto,preprocessed_text
334,TRANSPORTES,"La vinculación del otorgamiento de la concesión para la utilización del puerto de santa águeda, a la necesidad de la concesión para la explotación de la cantera denominada san josé, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['vinculacion', 'otorgamiento', 'concesion', 'utilizacion', 'puerto', 'santa', 'agueda', 'necesidad', 'concesion', 'explotacion', 'cantera', 'denominada', 'san', 'jose', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
335,ASUNTOS SOCIALES,"Las 76 medidas concretas pactadas en el vii acuerdo de concertación social, dirigida a la sra. consejera de economía, conocimiento y empleo.","['76', 'medidas', 'concretas', 'pactadas', 'vii', 'concertacion', 'social', 'dirigida', 'consejera', 'economia', 'conocimiento', 'empleo']"
336,EDUCACIÓN Y COMUNICACIÓN,"Las asignaturas de economía, emprendimiento y finanzas en la nueva configuración de los currículos conforme establece la ley de educación, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['asignaturas', 'economia', 'emprendimiento', 'finanzas', 'configuracion', 'curriculos', 'conforme', 'establece', 'ley', 'educacion', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
337,INDUSTRIA,"Las conclusiones de la comisión de estudio creada para valorar la continuidad de la actividad de la cementera sita en el puerto de santa águeda, en arguineguín, gran canaria, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['conclusiones', 'comision', 'estudio', 'creada', 'valorar', 'continuidad', 'actividad', 'cementera', 'sita', 'puerto', 'santa', 'agueda', 'arguineguin', 'canaria', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
338,EDUCACIÓN Y COMUNICACIÓN,"Las conclusiones del ii encuentro de gestión de parques arqueológicos de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['conclusiones', 'ii', 'encuentro', 'gestion', 'parques', 'arqueologicos', 'canarias', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
339,INDUSTRIA,"Las consecuencias de no terminar a tiempo las obras de la avenida-bulevar de primero de mayo, en puerto del rosario,  dirigida a la sra. consejera de turismo, industria y comercio.","['consecuencias', 'terminar', 'obras', 'avenidabulevar', 'mayo', 'puerto', 'rosario', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']"
340,INDUSTRIA,"Las consecuencias de no terminar a tiempo las obras del paseo marítimo de puerto del rosario, dirigida a la sra. consejera de turismo, industria y comercio.","['consecuencias', 'terminar', 'obras', 'paseo', 'maritimo', 'puerto', 'rosario', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']"
341,EDUCACIÓN Y COMUNICACIÓN,"Las instalaciones de la escuela de arte de fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['instalaciones', 'escuela', 'arte', 'fuerteventura', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
342,INDUSTRIA,"Las obras de ampliación del ceip el tostón, en el cotillo, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['obras', 'ampliacion', 'ceip', 'toston', 'cotillo', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
343,INDUSTRIA,"Las obras de mantenimiento de escuelas infantiles durante 2021, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['obras', 'mantenimiento', 'escuelas', 'infantiles', '2021', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
344,INDUSTRIA,"Las obras de mantenimiento de escuelas infantiles titularidad de la consejería durante 2020, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['obras', 'mantenimiento', 'escuelas', 'infantiles', 'titularidad', 'consejeria', '2020', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
345,INDUSTRIA,"Las obras de mejora y acondicionamiento de la zarza y la zarcita, en la palma, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['obras', 'mejora', 'acondicionamiento', 'zarza', 'zarcita', 'palma', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
346,INDUSTRIA,"Las obras en materia sanitaria proyectadas en lanzarote, dirigida al sr. consejero de sanidad.","['obras', 'materia', 'sanitaria', 'proyectadas', 'lanzarote', 'dirigida', 'consejero', 'sanidad']"
347,ECONOMÍA,"Las pérdidas que ha tenido que cubrir la comunidad autónoma de la sociedad para el desarrollo económico de canarias, desde 2019, dirigida a la sra. consejera de economía, conocimiento y empleo.","['perdidas', 'cubrir', 'comunidad', 'autonoma', 'sociedad', 'desarrollo', 'economico', 'canarias', '2019', 'dirigida', 'consejera', 'economia', 'conocimiento', 'empleo']"
348,INDUSTRIA,"Las posibilidades de finalización de la obra de la carretera lp-2, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['posibilidades', 'finalizacion', 'obra', 'carretera', 'lp2', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
349,MEDIO AMBIENTE,"Las prestaciones de las plantas desaladoras portátiles transportadas a la palma para inyectar agua a la red de riego afectada por la erupción volcánica, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['prestaciones', 'plantas', 'desaladoras', 'portatiles', 'transportadas', 'palma', 'inyectar', 'agua', 'red', 'riego', 'afectada', 'erupcion', 'volcanica', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
350,ECONOMÍA,"Las primeras jornadas farmacéuticas mauritanas celebradas en nuakchot, dirigida a la sra. consejera de economía, conocimiento y empleo.","['primeras', 'jornadas', 'farmaceuticas', 'mauritanas', 'celebradas', 'nuakchot', 'dirigida', 'consejera', 'economia', 'conocimiento', 'empleo']"
351,INDUSTRIA,"Las prioridades en carreteras en lanzarote, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['prioridades', 'carreteras', 'lanzarote', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
352,MEDIO AMBIENTE,"Las solicitudes de implantación de parques eólicos en lanzarote, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['solicitudes', 'implantacion', 'parques', 'eolicos', 'lanzarote', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
353,ASUNTOS SOCIALES,"Lista de espera de la especialidad de oncología en las distintas islas, dirigida al sr. consejero de sanidad.","['lista', 'espera', 'especialidad', 'oncologia', 'distintas', 'islas', 'dirigida', 'consejero', 'sanidad']"
354,ASUNTOS SOCIALES,"Lista de espera para reconocimiento de grado de discapacidad o revisión del mismo por islas, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['lista', 'espera', 'reconocimiento', 'grado', 'discapacidad', 'revision', 'islas', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
355,"AGRICULTURA, SILVICULTURA Y PESCA","Listado de hoteles que se han acogido a la campaña del gobierno de canarias sobre la venta de quesos en los hoteles de canarias, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['listado', 'hoteles', 'acogido', 'campaña', 'gobierno', 'canarias', 'venta', 'quesos', 'hoteles', 'canarias', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
356,ASUNTOS SOCIALES,"Llamadas recibidas en el teléfono acentejo te escucha desde su creación, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['llamadas', 'recibidas', 'telefono', 'acentejo', 'escucha', 'creacion', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
357,EDUCACIÓN Y COMUNICACIÓN,"Los datos de alumnado y profesorado contagiados de covid-19 durante el curso 2021/2022, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['datos', 'alumnado', 'profesorado', 'contagiados', 'covid19', 'curso', '20212022', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
358,ASUNTOS SOCIALES,"Los datos de lista de espera para psicología en el hospital dr. josé molina orosa, dirigida al sr. consejero de sanidad.","['datos', 'lista', 'espera', 'psicologia', 'hospital', 'dr', 'jose', 'molina', 'orosa', 'dirigida', 'consejero', 'sanidad']"
359,ASUNTOS SOCIALES,"Los datos de lista de espera para psiquiatría en el hospital dr. josé molina orosa, dirigida al sr. consejero de sanidad.","['datos', 'lista', 'espera', 'psiquiatria', 'hospital', 'dr', 'jose', 'molina', 'orosa', 'dirigida', 'consejero', 'sanidad']"
360,INDUSTRIA,"Los expedientes de la construcción de vivienda pública en lanzarote, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['expedientes', 'construccion', 'vivienda', 'publica', 'lanzarote', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
361,MEDIO AMBIENTE,"Los inconvenientes para el desarrollo de la energía mareomotriz, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['inconvenientes', 'desarrollo', 'energia', 'mareomotriz', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
362,ASUNTOS FINANCIEROS,"Los motivos del retraso en la apertura de la oficina de la agencia tributaria canaria en icod de los vinos, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","['motivos', 'retraso', 'apertura', 'oficina', 'agencia', 'tributaria', 'canaria', 'icod', 'vinos', 'dirigida', 'consejero', 'hacienda', 'presupuestos', 'asuntos', 'europeos']"
363,MEDIO AMBIENTE,"Los objetivos de la estrategia de energía eólica marina, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['objetivos', 'estrategia', 'energia', 'eolica', 'marina', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
364,INDUSTRIA,"Los objetivos de la inmobiliaria social que ha puesto en marcha visocan, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['objetivos', 'inmobiliaria', 'social', 'puesto', 'marcha', 'visocan', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
365,ASUNTOS SOCIALES,"Los plazos previstos para el inicio de las obras del consultorio médico situado en el casco de buenavista del norte, dirigida al sr. consejero de sanidad.","['plazos', 'previstos', 'inicio', 'obras', 'consultorio', 'medico', 'situado', 'casco', 'buenavista', 'norte', 'dirigida', 'consejero', 'sanidad']"
366,ASUNTOS SOCIALES,"Los trabajos del proyecto de patología mental común, que se inicia con el objetivo de realizar una labor preventiva y evitar la cronicidad, dirigida al sr. consejero de sanidad.","['trabajos', 'proyecto', 'patologia', 'mental', 'comun', 'inicia', 'objetivo', 'labor', 'preventiva', 'evitar', 'cronicidad', 'dirigida', 'consejero', 'sanidad']"
367,ASUNTOS SOCIALES,"Mantenimiento de desdoblamiento de consultas de oncología en la isla de fuerteventura, dirigida al sr. consejero de sanidad.","['mantenimiento', 'desdoblamiento', 'consultas', 'oncologia', 'isla', 'fuerteventura', 'dirigida', 'consejero', 'sanidad']"
368,VIDA POLÍTICA,"Media de documentos electrónicos que firma la administración pública canaria al día, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","['media', 'documentos', 'electronicos', 'firma', 'administracion', 'publica', 'canaria', 'dirigida', 'consejero', 'administraciones', 'publicas', 'justicia', 'seguridad']"
369,EDUCACIÓN Y COMUNICACIÓN,"Medidas a adoptar para que las familias de dos alumnos del ies teror no tengan que devolver las ayudas económicas recibidas, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['medidas', 'adoptar', 'familias', 'alumnos', 'ies', 'teror', 'tengan', 'devolver', 'ayudas', 'economicas', 'recibidas', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
370,MEDIO AMBIENTE,"Medidas a tomar para garantizar el cumplimento de las resoluciones sancionadoras n.º 866 de 14 de diciembre de 2020 y n.º 1259 de 30 de noviembre de 2021 de la agencia canaria de protección del medio natural, dirigida al gobierno.","['medidas', 'garantizar', 'cumplimento', 'resoluciones', 'sancionadoras', 'nº', '866', '14', 'diciembre', '2020', 'nº', '1259', '30', 'noviembre', '2021', 'agencia', 'canaria', 'proteccion', 'natural', 'dirigida', 'gobierno']"
371,INDUSTRIA,"Medidas adoptadas ante la actual situación de parálisis de las obras de la residencia de mayores de frontera, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['medidas', 'adoptadas', 'actual', 'situacion', 'paralisis', 'obras', 'residencia', 'mayores', 'frontera', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
372,"AGRICULTURA, SILVICULTURA Y PESCA","Medidas ante la problemática de los ganaderos de lanzarote y fuerteventura para el traslado en barco entre ambas islas del ganado porcino, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['medidas', 'problematica', 'ganaderos', 'lanzarote', 'fuerteventura', 'traslado', 'barco', 'ambas', 'islas', 'ganado', 'porcino', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
373,MEDIO AMBIENTE,"Medidas concretas para reducir y eliminar los vertidos al mar, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['medidas', 'concretas', 'reducir', 'eliminar', 'vertidos', 'mar', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
374,MEDIO AMBIENTE,"Medidas de control  y actualizaciones que se han llevado a cabo para evitar la proliferación de cianobacterias en el litoral canario, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['medidas', 'control', 'actualizaciones', 'llevado', 'cabo', 'evitar', 'proliferacion', 'cianobacterias', 'litoral', 'canario', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
375,"AGRICULTURA, SILVICULTURA Y PESCA","Medidas implementadas para paliar la caída de las exportaciones en el sector del tomate, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['medidas', 'implementadas', 'paliar', 'caida', 'exportaciones', 'sector', 'tomate', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
376,ECONOMÍA,"Medidas llevadas a cabo para ayudar a las miles de familias canarias con viviendas vacacionales legales que han sufrido la crisis turística provocada por el covid-19, dirigida a la sra. consejera de turismo, industria y comercio.","['medidas', 'llevadas', 'cabo', 'ayudar', 'miles', 'familias', 'canarias', 'viviendas', 'vacacionales', 'legales', 'sufrido', 'crisis', 'turistica', 'provocada', 'covid19', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']"
377,"AGRICULTURA, SILVICULTURA Y PESCA","Medidas para adaptar las tallas mínimas de especies de interés pesquero cuya madurez sexual está aún por debajo de la talla mínima, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['medidas', 'adaptar', 'tallas', 'minimas', 'especies', 'interes', 'pesquero', 'cuya', 'madurez', 'sexual', 'talla', 'minima', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
378,MEDIO AMBIENTE,"Medidas para agilizar e implementar los trámites recogidos por el real decreto 553/2020, de 2 de junio, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['medidas', 'agilizar', 'implementar', 'tramites', 'recogidos', 'real', 'decreto', '5532020', '2', 'junio', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
379,MEDIO AMBIENTE,"Medidas para agilizar el alta de gestores y productores de residuos, en la línea que marca el real decreto 553/2020, de 2 de junio, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['medidas', 'agilizar', 'alta', 'gestores', 'productores', 'residuos', 'linea', 'marca', 'real', 'decreto', '5532020', '2', 'junio', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
380,MEDIO AMBIENTE,"Medidas para agilizar los trámites e inscripción en la plataforma electrónica de gestión de residuos e-sir, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['medidas', 'agilizar', 'tramites', 'inscripcion', 'plataforma', 'electronica', 'gestion', 'residuos', 'esir', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
381,EDUCACIÓN Y COMUNICACIÓN,"Medidas para depurar responsabilidades en la dirección del ies teror, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['medidas', 'depurar', 'responsabilidades', 'direccion', 'ies', 'teror', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
382,MEDIO AMBIENTE,"Medidas para el fomento de la utilización de productos ecológicos y de producción canaria en los centros educativos, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['medidas', 'fomento', 'utilizacion', 'productos', 'ecologicos', 'produccion', 'canaria', 'centros', 'educativos', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
383,MEDIO AMBIENTE,"Medidas para el fomento de la utilización de productos ecológicos y de producción canaria en los centros sanitarios y sociosanitarios, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['medidas', 'fomento', 'utilizacion', 'productos', 'ecologicos', 'produccion', 'canaria', 'centros', 'sanitarios', 'sociosanitarios', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
384,MEDIO AMBIENTE,"Medidas para facilitar el traslado de residuos entre islas, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['medidas', 'facilitar', 'traslado', 'residuos', 'islas', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
385,MEDIO AMBIENTE,"Medidas para garantizar el cumplimiento de las resoluciones sancionadoras n.º 866 y n.º 1259 de la agencia canaria de protección del medio natural, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['medidas', 'garantizar', 'cumplimiento', 'resoluciones', 'sancionadoras', 'nº', '866', 'nº', '1259', 'agencia', 'canaria', 'proteccion', 'natural', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
386,"AGRICULTURA, SILVICULTURA Y PESCA","Medidas para mejorar el sector primario de lanzarote, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['medidas', 'mejorar', 'sector', 'primario', 'lanzarote', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
387,ECONOMÍA,"Medidas para potenciar y desarrollar la economía circular en las islas y evitar las dificultades para generar economías de escala, dirigida a la sra. consejera de economía, conocimiento y empleo.","['medidas', 'potenciar', 'desarrollar', 'economia', 'circular', 'islas', 'evitar', 'dificultades', 'generar', 'economias', 'escala', 'dirigida', 'consejera', 'economia', 'conocimiento', 'empleo']"
388,ECONOMÍA,"Medidas para potenciar y desarrollar la economía circular, dirigida a la sra. consejera de economía, conocimiento y empleo.","['medidas', 'potenciar', 'desarrollar', 'economia', 'circular', 'dirigida', 'consejera', 'economia', 'conocimiento', 'empleo']"
389,TRABAJO Y EMPLEO,"Medidas para promover el empleo en las mujeres, dirigida a la sra. consejera de economía, conocimiento y empleo.","['medidas', 'promover', 'empleo', 'mujeres', 'dirigida', 'consejera', 'economia', 'conocimiento', 'empleo']"
390,TRABAJO Y EMPLEO,"Medidas para promover la aprobación de los planes de igualdad en las empresas privadas, dirigida a la sra. consejera de economía, conocimiento y empleo.","['medidas', 'promover', 'aprobacion', 'planes', 'igualdad', 'empresas', 'privadas', 'dirigida', 'consejera', 'economia', 'conocimiento', 'empleo']"
391,ECONOMÍA,"Medidas para retirar o solicitar la devolución íntegra de subvención o financiación otorgada, dirigida a la sra. consejera de economía, conocimiento y empleo.","['medidas', 'retirar', 'solicitar', 'devolucion', 'integra', 'subvencion', 'financiacion', 'otorgada', 'dirigida', 'consejera', 'economia', 'conocimiento', 'empleo']"
392,VIDA POLÍTICA,"Medidas previstas para apoyar a las canarias y canarios que cumplen condena en el extranjero, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","['medidas', 'previstas', 'apoyar', 'canarias', 'canarios', 'cumplen', 'condena', 'extranjero', 'dirigida', 'consejero', 'administraciones', 'publicas', 'justicia', 'seguridad']"
393,"AGRICULTURA, SILVICULTURA Y PESCA","Medidas previstas para mejorar los resultados de la vendimia de lanzarote de 2021, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['medidas', 'previstas', 'mejorar', 'resultados', 'vendimia', 'lanzarote', '2021', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
394,EDUCACIÓN Y COMUNICACIÓN,"Medidas previstas para reparar los desperfectos de las obras ejecutadas en el mirador de jinama, dirigida a la sra. consejera de turismo, industria y comercio.","['medidas', 'previstas', 'reparar', 'desperfectos', 'obras', 'ejecutadas', 'mirador', 'jinama', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']"
395,MEDIO AMBIENTE,"Medidas que se están adoptando para generar economías de escala dentro de la economía circular, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['medidas', 'adoptando', 'generar', 'economias', 'escala', 'economia', 'circular', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
396,ASUNTOS SOCIALES,"Medidas que se han llevado a cabo en salud mental desde la erupción del volcán de la palma, dirigida al sr. consejero de sanidad.","['medidas', 'llevado', 'cabo', 'salud', 'mental', 'erupcion', 'volcan', 'palma', 'dirigida', 'consejero', 'sanidad']"
397,VIDA POLÍTICA,"Medios del instituto canario de las cualificaciones para conseguir el objetivo fijado de 26000 unidades de competencia, dirigida al gobierno.","['medios', 'instituto', 'canario', 'cualificaciones', 'conseguir', 'objetivo', 'fijado', '26000', 'unidades', 'competencia', 'dirigida', 'gobierno']"
398,"AGRICULTURA, SILVICULTURA Y PESCA","Medios en los que se publicita o informa a los pescadores recreativos del procedimiento a seguir para realizar el análisis de la ciguatera, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['medios', 'publicita', 'informa', 'pescadores', 'recreativos', 'procedimiento', 'seguir', 'analisis', 'ciguatera', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
399,MEDIO AMBIENTE,"Mes de 2022 en que comenzará el desmantelamiento de los terrenos de la refinería de santa cruz de tenerife, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['mes', '2022', 'comenzara', 'desmantelamiento', 'terrenos', 'refineria', 'santa', 'cruz', 'tenerife', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
400,TRANSPORTES,"Modificación de la ley de transportes para que los propietarios de licencias de taxis en islas no capitalinas puedan tener más de una, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['modificacion', 'ley', 'transportes', 'propietarios', 'licencias', 'taxis', 'islas', 'capitalinas', 'puedan', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
401,EDUCACIÓN Y COMUNICACIÓN,"Modificaciones concretas en los pliegos de condiciones técnicas y administrativas respecto al concurso para la adjudicación de instalaciones y medios técnicos con destino a los servicios informativos de televisión canaria, dirigida al sr. administrador único de rtvc.","['modificaciones', 'concretas', 'pliegos', 'condiciones', 'tecnicas', 'administrativas', 'concurso', 'adjudicacion', 'instalaciones', 'medios', 'tecnicos', 'destino', 'servicios', 'informativos', 'television', 'canaria', 'dirigida', 'administrador', 'unico', 'rtvc']"
402,TRANSPORTES,"Motivo de autorización del incremento de gasto de la convocatoria para el ejercicio 2021 de las compensaciones al transporte interinsular de mercancías, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['motivo', 'autorizacion', 'incremento', 'gasto', 'convocatoria', 'ejercicio', '2021', 'compensaciones', 'transporte', 'interinsular', 'mercancias', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
403,VIDA POLÍTICA,"Motivo de destinar solo a los municipios de menos de 20000 habitantes las instalaciones y material de playas adquiridos con fondos europeos react-ue, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","['motivo', 'destinar', 'municipios', '20000', 'habitantes', 'instalaciones', 'material', 'playas', 'adquiridos', 'fondos', 'europeos', 'reactue', 'dirigida', 'consejero', 'administraciones', 'publicas', 'justicia', 'seguridad']"
404,EDUCACIÓN Y COMUNICACIÓN,"Motivo de eliminación de estudios de formación profesional en el ies domingo pérez minik, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['motivo', 'eliminacion', 'estudios', 'formacion', 'profesional', 'ies', 'domingo', 'perez', 'minik', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
405,EDUCACIÓN Y COMUNICACIÓN,"Motivo de la no cesión de las instalaciones de la escuela unitaria del puerto de la estaca para su uso en actividades culturales como ha solicitado el ayuntamiento de valverde, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['motivo', 'cesion', 'instalaciones', 'escuela', 'unitaria', 'puerto', 'estaca', 'actividades', 'culturales', 'como', 'solicitado', 'ayuntamiento', 'valverde', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
406,ASUNTOS SOCIALES,"Motivo del cierre de la casa de los coroneles, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['motivo', 'cierre', 'casa', 'coroneles', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
407,"AGRICULTURA, SILVICULTURA Y PESCA","Motivo por el que no se ha ejecutado ninguna obra de regadío en 2021 en fuerteventura, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['motivo', 'ejecutado', 'obra', 'regadio', '2021', 'fuerteventura', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
408,ASUNTOS SOCIALES,"Motivo por el que solo se trasladan oncólogos desde fuerteventura al complejo hospitalario de gran canaria doctor negrín y no desde otras islas, dirigida al sr. consejero de sanidad.","['motivo', 'trasladan', 'oncologos', 'fuerteventura', 'complejo', 'hospitalario', 'canaria', 'doctor', 'negrin', 'islas', 'dirigida', 'consejero', 'sanidad']"
409,ASUNTOS SOCIALES,"Motivos de la denegación de la ayuda económica transitoria para pensionistas canarios-venezolanos retornados prácticamente al 100% en la provincia de las palmas durante 2018, 2019 y 2020, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['motivos', 'denegacion', 'ayuda', 'economica', 'transitoria', 'pensionistas', 'canariosvenezolanos', 'retornados', 'practicamente', '100', 'provincia', 'palmas', '2018', '2019', '2020', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
410,INTERCAMBIOS ECONÓMICOS Y COMERCIALES,"Motivos para dejar de celebrar acuerdos con ttoo para potenciar la conectividad mediante co-marketing, dirigida a la sra. consejera de turismo, industria y comercio.","['motivos', 'celebrar', 'acuerdos', 'ttoo', 'potenciar', 'conectividad', 'comarketing', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']"
411,MEDIO AMBIENTE,"Motivos por los que no se ha abierto al público la piscina municipal de candelaria, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['motivos', 'abierto', 'publico', 'piscina', 'municipal', 'candelaria', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
412,ASUNTOS SOCIALES,"Motivos por los que no se ha abonado la parte correspondiente en el ari 90 viviendas en puerto del rosario, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['motivos', 'abonado', 'correspondiente', 'ari', '90', 'viviendas', 'puerto', 'rosario', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
