Unnamed: 0,Tipo de accidente,Descripción del accidente,preprocessed_text
3226,Colisión de vehículos,Accidente entre 3 vehículos por alcance ocupando parte del carril del ramal 30RV. 1 herido leve trasladado al Hospital Ramon y Cajal.,"['accidente', '3', 'vehiculos', 'alcance', 'ocupando', 'carril', 'ramal', '30rv', '1', 'herido', 'leve', 'trasladado', 'hospital', 'ramon', 'cajal']"
3227,Colisión de vehículos,Accidente entre 3 vehículos por alcance ocupando el carril derecho. Un vehículo retirado por la grúa externa de Lopez Ollero.,"['accidente', '3', 'vehiculos', 'alcance', 'ocupando', 'carril', 'derecho', 'vehiculo', 'retirado', 'grua', 'externa', 'lopez', 'ollero']"
3228,Colisión de vehículos,Accidente entre 2 vehículos por alcance ocupando el carril derecho. Sin heridos ni daños al patrimonio. Policía Municipal traslada los vehículos implicados al arcén derecho del PK 9+700 V/S. Uno de los vehículos se retira por sus medios y el otro en su grúa.,"['accidente', '2', 'vehiculos', 'alcance', 'ocupando', 'carril', 'derecho', 'heridos', 'daños', 'patrimonio', 'policia', 'municipal', 'traslada', 'vehiculos', 'implicados', 'arcen', 'derecho', 'pk', '9700', 'vs', 'vehiculos', 'retira', 'medios', 'grua']"
3229,Otros,"Accidente de 1 motorista por caída cuando pisa las lineas de incorporación, este resulta herido leve y es atendido por el Samur en el exterior del túnel. La motocicleta es sacada por la Plataforma C-10 de Base Calderón.","['accidente', '1', 'motorista', 'caida', 'pisa', 'lineas', 'incorporacion', 'resulta', 'herido', 'leve', 'atendido', 'samur', 'exterior', 'tunel', 'motocicleta', 'sacada', 'plataforma', 'c10', 'base', 'calderon']"
3230,Colisión de vehículos,"Accidente entre 2 vehículos por alcance ocupando el carril derecho, cuando llega el vigilante solo queda un vehículo implicado.","['accidente', '2', 'vehiculos', 'alcance', 'ocupando', 'carril', 'derecho', 'llega', 'vigilante', 'queda', 'vehiculo', 'implicado']"
3231,Colisión de vehículos,"Accidente entre 4 vehículos por alcance ocupando el carril central derecho, 1 herido trasladado al hospital. El vigilante se retira del punto por ser fuera de límites por orden del centro de control.","['accidente', '4', 'vehiculos', 'alcance', 'ocupando', 'carril', 'central', 'derecho', '1', 'herido', 'trasladado', 'hospital', 'vigilante', 'retira', 'punto', 'limites', 'orden', 'centro', 'control']"
3232,Colisión de vehículos,"Accidente entre 2 vehículos por alcance ocupando el carril derecho, el vigilante los traslada al arcén derecho del PK 0+800. Sin heridos ni daños al patrimonio. Ambos vehículos se retiran por sus medios.","['accidente', '2', 'vehiculos', 'alcance', 'ocupando', 'carril', 'derecho', 'vigilante', 'traslada', 'arcen', 'derecho', 'pk', '0800', 'heridos', 'daños', 'patrimonio', 'vehiculos', 'retiran', 'medios']"
3233,Colisión de vehículos,"Accidente entre 3 vehículos por alcance ocupando el carril derecho, 1 herido leve dado de alta en el punto. Todos los vehículos implicados se retiran por sus medios.","['accidente', '3', 'vehiculos', 'alcance', 'ocupando', 'carril', 'derecho', '1', 'herido', 'leve', 'alta', 'punto', 'vehiculos', 'implicados', 'retiran', 'medios']"
3234,Colisión de vehículos,"Alcance entre dos vehículos.No hay heridos.Ya que los vehículos se pueden mover,pedidmos a los conductores trasladarnos al apartadero 18RN para arreglar datos y asíhabilita carril derecho.","['alcance', 'vehiculosno', 'heridosya', 'vehiculos', 'moverpedidmos', 'conductores', 'trasladarnos', 'apartadero', '18rn', 'arreglar', 'datos', 'asihabilita', 'carril', 'derecho']"
3235,Colisión de vehículos,Colisión de 2 vehículos por alcance en arcén derecho.,"['colision', '2', 'vehiculos', 'alcance', 'arcen', 'derecho']"
3236,Colisión de vehículos,Accidente en carril izquierdo.Policía los pasa al arcén del ramal 30RA.,"['accidente', 'carril', 'izquierdopolicia', 'pasa', 'arcen', 'ramal', '30ra']"
3237,Colisión de vehículos,Alcance 2 vehículos.Toman datos y datos y salen por sus medios.,"['alcance', '2', 'vehiculostoman', 'datos', 'datos', 'salen', 'medios']"
3238,Salida de vía,Accidente en calzada 2 carril izquierdo.No hay daños pero si daños al patrimonio.Al llegar la grúa del usuario retira el vehículo y finaliza la incidencia.,"['accidente', 'calzada', '2', 'carril', 'izquierdono', 'daños', 'daños', 'patrimonioal', 'llegar', 'grua', 'usuario', 'retira', 'vehiculo', 'finaliza', 'incidencia']"
3239,Otros,"Accidente de moto,derrapa. Dos heridos trasladados por Samur al hospital Infanta Cristina.Moto,ropa y cascos lo dejamos en la base Calderón.","['accidente', 'motoderrapa', 'heridos', 'trasladados', 'samur', 'hospital', 'infanta', 'cristinamotoropa', 'cascos', 'dejamos', 'base', 'calderon']"
3240,Colisión de vehículos,Colisión de vehículos lateral en arcén derecho.Sin heridos.Se marchan por sus medios.,"['colision', 'vehiculos', 'lateral', 'arcen', 'derechosin', 'heridosse', 'marchan', 'medios']"
3241,Colisión de vehículos,"Colisión de vehículos sin daños, vertido de aceitaes en carril central, corto carril central por limpieza, policía saca los vehículos fuera de zona.","['colision', 'vehiculos', 'daños', 'vertido', 'aceitaes', 'carril', 'central', 'corto', 'carril', 'central', 'limpieza', 'policia', 'saca', 'vehiculos', 'zona']"
3242,Colisión de vehículos,"Colisión lateral en carril derecho, sin heridos se marchan por sus medios.","['colision', 'lateral', 'carril', 'derecho', 'heridos', 'marchan', 'medios']"
3243,Colisión de vehículos,"Señañlizar accidente en arcén derecho, se marchan por sus medios.","['señañlizar', 'accidente', 'arcen', 'derecho', 'marchan', 'medios']"
3244,Colisión de vehículos,"Accidente en carril izquierdo, retiramos vehículos al arcén derecho, 1 herido leve dado de alta en el lugar.","['accidente', 'carril', 'izquierdo', 'retiramos', 'vehiculos', 'arcen', 'derecho', '1', 'herido', 'leve', 'alta']"
3245,Colisión de vehículos,"Accidente entre una moto y 1 turismo en carril izquierdo de calzada 1, a la entrada del túnel, el motorista es trasladado al hospital gregorio marañón, la usuaria del turismo se retira por sus medios y la moto es retirada por grúa ollero.","['accidente', 'moto', '1', 'turismo', 'carril', 'izquierdo', 'calzada', '1', 'entrada', 'tunel', 'motorista', 'trasladado', 'hospital', 'gregorio', 'marañon', 'usuaria', 'turismo', 'retira', 'medios', 'moto', 'retirada', 'grua', 'ollero']"
3246,Colisión de vehículos,"Alcance entre vehículos carril derecho, vehículo 2 precisa de asistencia.","['alcance', 'vehiculos', 'carril', 'derecho', 'vehiculo', '2', 'precisa', 'asistencia']"
3247,Colisión de vehículos,"Centro de Control informa de unj accidente en calzada 1, antes de llegar al punto vuelven a informar de que la incidenica queda resuelta por policía.","['centro', 'control', 'informa', 'unj', 'accidente', 'calzada', '1', 'llegar', 'punto', 'vuelven', 'informar', 'incidenica', 'queda', 'resuelta', 'policia']"
3248,Salida de vía,Salida de vía lateral izquierdo.Herido trasladado al hospital La Paz.El vehículo es retirado por la grúa de movilidad.,"['salida', 'via', 'lateral', 'izquierdoherido', 'trasladado', 'hospital', 'pazel', 'vehiculo', 'retirado', 'grua', 'movilidad']"
3249,Colisión de vehículos,Accidente lateral entre dos vehículos.Limpiamos todo el vertido de aceite.Uno sale por sus medios y el otro es cargado por la grúa de su seguro.,"['accidente', 'lateral', 'vehiculoslimpiamos', 'vertido', 'aceiteuno', 'sale', 'medios', 'cargado', 'grua', 'seguro']"
3250,Colisión de vehículos,"Colisión por alcance a mi llegada policía con un vehículo implicado,el otro abandona el punto.Samur traslada a 3 usuarios al Ramón y Cajal y Gregorio Marañón (leves).Vehículo cargado por movilidad.","['colision', 'alcance', 'llegada', 'policia', 'vehiculo', 'implicadoel', 'abandona', 'puntosamur', 'traslada', '3', 'usuarios', 'ramon', 'cajal', 'gregorio', 'marañon', 'levesvehiculo', 'cargado', 'movilidad']"
3251,Colisión de vehículos,"Colisión por alcance entre 4 vehículos, con herido leve dado de alta en el punto.","['colision', 'alcance', '4', 'vehiculos', 'herido', 'leve', 'alta', 'punto']"
3252,Salida de vía,"Aviso de Ccontrol de una salida de vía.A mi llegada me encuentro al usuario en arcén derecho cambiando la rueda,me dice que se ha rozado con la mediana y a pinchado.La grúa de su seguro le saca del punto.","['aviso', 'ccontrol', 'salida', 'viaa', 'llegada', 'encuentro', 'usuario', 'arcen', 'derecho', 'cambiando', 'ruedame', 'rozado', 'mediana', 'pinchadola', 'grua', 'seguro', 'saca', 'punto']"
3253,Colisión de vehículos,Alcance entre dos vehículos.Sacamos el veh 1,"['alcance', 'vehiculossacamos', 'veh', '1']"
3254,Colisión de vehículos,"Señalizar accidente por alcance entre 4 vehículos,cuando llego solo queda 1 los demás salen por sus medios.","['señalizar', 'accidente', 'alcance', '4', 'vehiculoscuando', 'llego', 'queda', '1', 'salen', 'medios']"
3255,Colisión de vehículos,"Accidente por alcance con policía motorista implicado, dado de alta en el punto.","['accidente', 'alcance', 'policia', 'motorista', 'implicado', 'alta', 'punto']"
3257,Colisión de vehículos,"Colisión por alcance con heridos, dado de alta en el punto.","['colision', 'alcance', 'heridos', 'alta', 'punto']"
3258,Colisión de vehículos,el vehículo nº3 impacta con el nº2 y esté colisiona con la barrera.Sin heridos.,"['vehiculo', 'nº3', 'impacta', 'nº2', 'colisiona', 'barrerasin', 'heridos']"
3259,Salida de vía,"Salida de vía impactando con barrera izquierda, sin heridos, retirado por frúa usuario.","['salida', 'via', 'impactando', 'barrera', 'izquierda', 'heridos', 'retirado', 'frua', 'usuario']"
3260,Colisión de vehículos,"Coto carril izquierdo por accidente con heridos(2 heridos leves dados de alta en el punto) , ollero carga un vehículos.","['coto', 'carril', 'izquierdo', 'accidente', 'heridos2', 'heridos', 'leves', 'dados', 'alta', 'punto', 'ollero', 'carga', 'vehiculos']"
3261,Otros,Caída de motorista sin vehículos implicados,"['caida', 'motorista', 'vehiculos', 'implicados']"
3262,Colisión de vehículos,"Accidente por alcance entre moto (vehículo 1) y turismo. La moto embiste al turismo. Asistimos al conductor de la moto hasta llegada de SAMUR. Grúa C10 e híbrido activado, pero anulan. La moto la saca movilidad y el turismo sale por sus medios. ","['accidente', 'alcance', 'moto', 'vehiculo', '1', 'turismo', 'moto', 'embiste', 'turismo', 'asistimos', 'conductor', 'moto', 'llegada', 'samur', 'grua', 'c10', 'hibrido', 'activado', 'anulan', 'moto', 'saca', 'movilidad', 'turismo', 'sale', 'medios']"
3263,Colisión de vehículos,"Relevo a base Méndez Álvaro en accidente con heridos, corto carril derecho. Herido trasladado con carácter leve (Ollero activado). 2 grúas movilidad","['relevo', 'base', 'mendez', 'alvaro', 'accidente', 'heridos', 'corto', 'carril', 'derecho', 'herido', 'trasladado', 'caracter', 'leve', 'ollero', 'activado', '2', 'gruas', 'movilidad']"
3264,Colisión de vehículos,Accidente por alcance entre 2 vehículos. Los vehículos salen del punto por sus medios. ,"['accidente', 'alcance', '2', 'vehiculos', 'vehiculos', 'salen', 'punto', 'medios']"
3265,Colisión de vehículos,Señalizar accidente en carril izquierdo sin daños ni heridos. Los vehículos se retiran por sus medios. ,"['señalizar', 'accidente', 'carril', 'izquierdo', 'daños', 'heridos', 'vehiculos', 'retiran', 'medios']"
3266,Colisión de vehículos,Accidente en carril derecho. Sin heridos,"['accidente', 'carril', 'derecho', 'heridos']"
3267,Colisión de vehículos,"Alcance de 2 vehículos, salen por sus medios. Al llegar al punto la base Valencia solo se alcanza a hacer 2 fotos de los vehículos","['alcance', '2', 'vehiculos', 'salen', 'medios', 'llegar', 'punto', 'base', 'valencia', 'alcanza', '2', 'fotos', 'vehiculos']"
3268,Colisión de vehículos,"Alcance entre vehículos, sacamos vehículo","['alcance', 'vehiculos', 'sacamos', 'vehiculo']"
3269,Colisión de vehículos,Accidente en carri lizquierdo. Retiramos vehículo al carril derecho,"['accidente', 'carri', 'lizquierdo', 'retiramos', 'vehiculo', 'carril', 'derecho']"
3270,Colisión de vehículos,"Accidente en calzada 1 en carril central. Policía traslada los vehículos a la isleta del 32+100. No hay heridos ni daños al patrimonio, el vehículo 1 se retira por sus medios y el vehículo 2 es retirado por su grúa. ","['accidente', 'calzada', '1', 'carril', 'central', 'policia', 'traslada', 'vehiculos', 'isleta', '32100', 'heridos', 'daños', 'patrimonio', 'vehiculo', '1', 'retira', 'medios', 'vehiculo', '2', 'retirado', 'grua']"
3271,Colisión de vehículos,Colisión por alcance en carril derecho. Sin heridos. Se marchan por sus medios. ,"['colision', 'alcance', 'carril', 'derecho', 'heridos', 'marchan', 'medios']"
3272,Colisión de vehículos,Señalizar accidente por alcance en carril izquierdo y lo paso al arcén derecho. Lo retira grúas Ollero,"['señalizar', 'accidente', 'alcance', 'carril', 'izquierdo', 'paso', 'arcen', 'derecho', 'retira', 'gruas', 'ollero']"
3273,Colisión de vehículos,Alcance. Cortamos carriles de incorporación de 14RR desviando al carril derecho de 14XL y 14RM desviando a carril central del 14XL. Los vehículos son retirados por sus grúas. No SAMUR. ,"['alcance', 'cortamos', 'carriles', 'incorporacion', '14rr', 'desviando', 'carril', 'derecho', '14xl', '14rm', 'desviando', 'carril', 'central', '14xl', 'vehiculos', 'retirados', 'gruas', 'samur']"
3274,Colisión de vehículos,"Accidente de dos vehículos en calzada 1 tronco. Los vehículos se desplazan a la isleta. No hay heridos ni daños al patrimonio y después de hablar y sacar fotos a los vehículos, se retiran por sus medios para hacer el parte. ","['accidente', 'vehiculos', 'calzada', '1', 'tronco', 'vehiculos', 'desplazan', 'isleta', 'heridos', 'daños', 'patrimonio', 'hablar', 'sacar', 'fotos', 'vehiculos', 'retiran', 'medios']"
3275,Colisión de vehículos,Accidente en carril BUS. Corte total del carril bus. No nos pertenece. Accidente fuera de límites. Un herido trasladado al H. Gregorio Marañón,"['accidente', 'carril', 'bus', 'corte', 'carril', 'bus', 'pertenece', 'accidente', 'limites', 'herido', 'trasladado', 'gregorio', 'marañon']"
3276,Colisión de vehículos,"Accidente de 4 vehículos en el carril izquierdo de calzada 1. corte del carril izquierdo, no hay heridos ni daños al patrimonio y el vehículo número 4 es el único que necesita grúa, los demas se retiran por sus medios. ","['accidente', '4', 'vehiculos', 'carril', 'izquierdo', 'calzada', '1', 'corte', 'carril', 'izquierdo', 'heridos', 'daños', 'patrimonio', 'vehiculo', 'numero', '4', 'unico', 'necesita', 'grua', 'retiran', 'medios']"
3277,Colisión de vehículos,Accidente de 6 vehículos en calzada 2 en dirección a M30 exterior. Motorista trasladado al Hospital 12 de Octubre y los vehículos 1-4 y 6 son retirados por las grúas de los usuarios. Los demas se retiran por sus medios. No hay daños. ,"['accidente', '6', 'vehiculos', 'calzada', '2', 'direccion', 'm30', 'exterior', 'motorista', 'trasladado', 'hospital', '12', 'octubre', 'vehiculos', '14', '6', 'retirados', 'gruas', 'usuarios', 'retiran', 'medios', 'daños']"
3278,Colisión de vehículos,  Activados por colisión entre 2 vehiculos. A nuestra llegada ambos se retiran  por sus medios.,"['activados', 'colision', '2', 'vehiculos', 'llegada', 'retiran', 'medios']"
3279,Colisión de vehículos,"Accidente de 2 vehiculos en calzada 1, arcen derecho. El motorista es trasladado al 12 de octubre. Policía traslasda el accidente a Méndez Álvaro. El vehiculo 1 se retira por sus medios y Policía retira la moto, fin de la incidencia.","['accidente', '2', 'vehiculos', 'calzada', '1', 'arcen', 'derecho', 'motorista', 'trasladado', '12', 'octubre', 'policia', 'traslasda', 'accidente', 'mendez', 'alvaro', 'vehiculo', '1', 'retira', 'medios', 'policia', 'retira', 'moto', 'incidencia']"
3280,Colisión de vehículos,"Colisión por alcance, sin heridos.","['colision', 'alcance', 'heridos']"
3281,Colisión de vehículos,"Accidente de tres vehículos en carril derecho de calzada 1, corte del carril derecho, no hay heridos, ni daños al patrimonio, los vehículos se retiran por sus medios, sin necesidad de grúa y finaliza la incidencia.","['accidente', 'vehiculos', 'carril', 'derecho', 'calzada', '1', 'corte', 'carril', 'derecho', 'heridos', 'daños', 'patrimonio', 'vehiculos', 'retiran', 'medios', 'necesidad', 'grua', 'finaliza', 'incidencia']"
3282,Salida de vía,"Salida de vía sinheridos, corto carril derecho.","['salida', 'via', 'sinheridos', 'corto', 'carril', 'derecho']"
3283,Colisión de vehículos,Colisión de 2 vehiculos en carril derecho: en el punto solo queda 1 vehiculo.,"['colision', '2', 'vehiculos', 'carril', 'derecho', 'punto', 'queda', '1', 'vehiculo']"
3284,Colisión de vehículos,"A mi llegada solo hay un vehiculo, ha sido un acolisión por alcance.","['llegada', 'vehiculo', 'acolision', 'alcance']"
3285,Colisión de vehículos,Alcance entre vehiculos carril izquierdo.,"['alcance', 'vehiculos', 'carril', 'izquierdo']"
3286,Colisión de vehículos,Colisión por alcance de camión a coche. Sacamos vehiculo con C-10 camión sale escoltado por sus medios.,"['colision', 'alcance', 'camion', 'coche', 'sacamos', 'vehiculo', 'c10', 'camion', 'sale', 'escoltado', 'medios']"
3287,Colisión de vehículos,"Pequeña colisión lateral sin heridos, ni daños en carril derecho.","['pequeña', 'colision', 'lateral', 'heridos', 'daños', 'carril', 'derecho']"
3288,Colisión de vehículos,Señalizar vehiculo accidrentado en carril. Solo quedaba 1 vehiculo.,"['señalizar', 'vehiculo', 'accidrentado', 'carril', 'quedaba', '1', 'vehiculo']"
3289,Colisión de vehículos,Colisión por alcance. Un herido es dado de alta en el punto.,"['colision', 'alcance', 'herido', 'alta', 'punto']"
3290,Salida de vía,"Moto caé, sin heridos, la sacamos al exterior. ","['moto', 'cae', 'heridos', 'sacamos', 'exterior']"
3291,Colisión de vehículos,Colisión de 2 vehículos en carril derecho.Toman datos y reanudan la marcha por sus medios.,"['colision', '2', 'vehiculos', 'carril', 'derechotoman', 'datos', 'reanudan', 'marcha', 'medios']"
3292,Otros,"Caída de motorista,es trasladado al Hospital Gregorio Marañon con pronóstico reservado.","['caida', 'motoristaes', 'trasladado', 'hospital', 'gregorio', 'marañon', 'pronostico', 'reservado']"
3293,Colisión de vehículos,Alcance entre dos vehículos.Cortamos carril derecho facilitando la incorporación del 14RR/14RE. El veh 1 lo sacamos a la c/Antonio López y el veh 2 sale por sus medios.,"['alcance', 'vehiculoscortamos', 'carril', 'derecho', 'facilitando', 'incorporacion', '14rr14re', 'veh', '1', 'sacamos', 'cantonio', 'lopez', 'veh', '2', 'sale', 'medios']"
3294,Colisión de vehículos,"Señalizar accidente por alcance entre varios vehículos, ninguno solicita asistencia médica, dos de los vehículos salen por sus medios.","['señalizar', 'accidente', 'alcance', 'vehiculos', 'solicita', 'asistencia', 'medica', 'vehiculos', 'salen', 'medios']"
3295,Salida de Vía,"Caida de motorista, sin heridos y con daños.","['caida', 'motorista', 'heridos', 'daños']"
3296,Colisión de vehículos,"Accidente por alcance, sin heridos ni daños al patrimonio, las guras de los usuarios retiran los vehículos del punto y finaliza la incidencia.","['accidente', 'alcance', 'heridos', 'daños', 'patrimonio', 'guras', 'usuarios', 'retiran', 'vehiculos', 'punto', 'finaliza', 'incidencia']"
3297,Colisión de vehículos,"Colisión sin heridos ni daños, carril izquierdo, corto ","['colision', 'heridos', 'daños', 'carril', 'izquierdo', 'corto']"
3298,Colisión de vehículos,"Colisión por alcance 2 vehículos, usuaria vehículo 2 embarazada. Vehículo 1 sale por sus medios. Vehículo 2 sacamos con hibrido Portugal y se hace cargo policía y movilidad. Usuaria vehículo 2 trasladada a clínico.","['colision', 'alcance', '2', 'vehiculos', 'usuaria', 'vehiculo', '2', 'embarazada', 'vehiculo', '1', 'sale', 'medios', 'vehiculo', '2', 'sacamos', 'hibrido', 'portugal', 'cargo', 'policia', 'movilidad', 'usuaria', 'vehiculo', '2', 'trasladada', 'clinico']"
3299,Salida de vía,"Señalizar caída de m oto con dos usuarios en el vehículo. Calzada 2 arcén derecho, corte de carril derecho. Incidencia con heridos y sin daños. Heridos trasladados al Marañón","['señalizar', 'caida', 'oto', 'usuarios', 'vehiculo', 'calzada', '2', 'arcen', 'derecho', 'corte', 'carril', 'derecho', 'incidencia', 'heridos', 'daños', 'heridos', 'trasladados', 'marañon']"
3300,Colisión de vehículos,"Colisión lateral vehículo camión carril izquierdo y derecho con heridos sin daños señalizo hasta que samur atiende usuario vehículo 1 dado de alta en el punto, a petición usuario vehículo 2 sus medios, vehículo 1 ollero a zona urbana.","['colision', 'lateral', 'vehiculo', 'camion', 'carril', 'izquierdo', 'derecho', 'heridos', 'daños', 'señalizo', 'samur', 'atiende', 'usuario', 'vehiculo', '1', 'alta', 'punto', 'peticion', 'usuario', 'vehiculo', '2', 'medios', 'vehiculo', '1', 'ollero', 'zona', 'urbana']"
3301,Colisión de vehículos,Señalización vehículo arcén derecho. El herido es dado de alta en el punto.,"['señalizacion', 'vehiculo', 'arcen', 'derecho', 'herido', 'alta', 'punto']"
3302,Colisión de vehículos,"Dos vehículos colisionan por alcance, reanudan la marcha antes de nuestra llegada.","['vehiculos', 'colisionan', 'alcance', 'reanudan', 'marcha', 'llegada']"
3303,Colisión de vehículos,Señalizar accidente en ambos carriles. Se corta el ramal. 1 Herido leve dado de alta.,"['señalizar', 'accidente', 'carriles', 'corta', 'ramal', '1', 'herido', 'leve', 'alta']"
3304,Colisión de vehículos,"Accidente (chapa) se dan los datos, nos marchamos.","['accidente', 'chapa', 'datos', 'marchamos']"
3305,Colisión de vehículos,"Corto carril derecho por accidente, samur en el punto no atiende a ningún usuario","['corto', 'carril', 'derecho', 'accidente', 'samur', 'punto', 'atiende', 'usuario']"
3306,Salida de vía,Salida de margen en carril izquierdo.,"['salida', 'margen', 'carril', 'izquierdo']"
3307,Salida de vía,"Vehículo que golpea contra hastial izquierdo va a parar a carril central, no hay daños personales, si materiales. Se lleva el vehículo a dependencias municipales de C/Castilla.","['vehiculo', 'golpea', 'hastial', 'izquierdo', 'parar', 'carril', 'central', 'daños', 'personales', 'materiales', 'vehiculo', 'dependencias', 'municipales', 'ccastilla']"
3308,Colisión de vehículos,"Colisión de 2 vehiculos en carril izq, quedando 1 vehiculo en carril izq, y otro en el derecho.","['colision', '2', 'vehiculos', 'carril', 'izq', 'quedando', '1', 'vehiculo', 'carril', 'izq', 'derecho']"
3309,Colisión de vehículos,Accidente en carril derecho. Sin heridos. Se retiran por sus medios. Policía retira los vehiculos fuera de limite,"['accidente', 'carril', 'derecho', 'heridos', 'retiran', 'medios', 'policia', 'retira', 'vehiculos', 'limite']"
3310,Colisión de vehículos,"Señalizar accidente entre coche y camión en carril derecho. Sin heridos, se retiran por sus medios.","['señalizar', 'accidente', 'coche', 'camion', 'carril', 'derecho', 'heridos', 'retiran', 'medios']"
3312,Colisión de vehículos,Pequeña colisión de vehiculos (2 vehiculos) abandonan el punto por sus medios,"['pequeña', 'colision', 'vehiculos', '2', 'vehiculos', 'abandonan', 'punto', 'medios']"
3313,Colisión de vehículos,Accidente en carril derecho. Herido trasladado leve. Vehiculo 1 retirado por grúa usuario,"['accidente', 'carril', 'derecho', 'herido', 'trasladado', 'leve', 'vehiculo', '1', 'retirado', 'grua', 'usuario']"
3314,Colisión de vehículos,Colisión de vehiculos en arcen derecho. Sin heridos. Se retiran por sus medios.,"['colision', 'vehiculos', 'arcen', 'derecho', 'heridos', 'retiran', 'medios']"
3315,Colisión de vehículos,"Colisión de vehiculos en carril central. A mi llegada se encuentran en arcen derecho. Herido dado de alta voluntaria. Vehiculo 3 a la fuga, vehiculo 2 se retira por sus medios, vehiculo 1 retirado por grúa de usuario.","['colision', 'vehiculos', 'carril', 'central', 'llegada', 'encuentran', 'arcen', 'derecho', 'herido', 'alta', 'voluntaria', 'vehiculo', '3', 'fuga', 'vehiculo', '2', 'retira', 'medios', 'vehiculo', '1', 'retirado', 'grua', 'usuario']"
3316,Otros,Camión pierde parte de la carga al pasar por debajo del tablero Mauricio Legendre. Limpiamos la calzada 31+400 -->31+000 (se informa el Jefe de turno),"['camion', 'pierde', 'carga', 'pasar', 'tablero', 'mauricio', 'legendre', 'limpiamos', 'calzada', '31400', '31000', 'informa', 'jefe', 'turno']"
3317,Salida de vía,Señalizo vehículo accidentado en arcén derecho.,"['señalizo', 'vehiculo', 'accidentado', 'arcen', 'derecho']"
3318,Vuelco,"Señalizar accidente de moto, se traspasa a arcén derecho con policía","['señalizar', 'accidente', 'moto', 'traspasa', 'arcen', 'derecho', 'policia']"
3319,Colisión de vehículos,"Alcance de dos vehículos, al llegar estaba policía, los dos vehículos salen por sus medios.","['alcance', 'vehiculos', 'llegar', 'policia', 'vehiculos', 'salen', 'medios']"
3320,Colisión de vehículos,Colisión de vehículos sin daños ni heridos.,"['colision', 'vehiculos', 'daños', 'heridos']"
3321,Otros,"Quitar tronco de árbol caido, cede cayendo sobre las biondas(camión medioambiente).","['quitar', 'tronco', 'arbol', 'caido', 'cede', 'cayendo', 'biondascamion', 'medioambiente']"
3322,Colisión de vehículos,"Colisión por alcance entre 3 vehículos.Con daños personales leves atendidos por Samur en el punto.1 coche se retira por sus medios,otro lo carga la grúa de su seguro y el otro lo cargamos en la plataforma.Nos activan desde la incidencia Nº20.","['colision', 'alcance', '3', 'vehiculoscon', 'daños', 'personales', 'leves', 'atendidos', 'samur', 'punto1', 'coche', 'retira', 'mediosotro', 'carga', 'grua', 'seguro', 'cargamos', 'plataformanos', 'activan', 'incidencia', 'nº20']"
3323,Colisión de vehículos,Señalizar vehículos accidentados en carril derecho.,"['señalizar', 'vehiculos', 'accidentados', 'carril', 'derecho']"
3324,Colisión de vehículos,Señalizar accidente por alcance en carril derecho lo retira policía al arcén derecho con un herido leve trasladado al Hospital La Paz.El vehículo lo dejo señalizado en arcén por orden de policía.,"['señalizar', 'accidente', 'alcance', 'carril', 'derecho', 'retira', 'policia', 'arcen', 'derecho', 'herido', 'leve', 'trasladado', 'hospital', 'pazel', 'vehiculo', 'dejo', 'señalizado', 'arcen', 'orden', 'policia']"
3325,Colisión de vehículos,Señalizar accidente por alcance en carril izquierdo.Cuando llegó solo queda un vehículo.,"['señalizar', 'accidente', 'alcance', 'carril', 'izquierdocuando', 'llego', 'queda', 'vehiculo']"
3326,Salida de vía,Encuentro vehículo en arcén derecho con rueda rota después de darse contra la barrera.,"['encuentro', 'vehiculo', 'arcen', 'derecho', 'rueda', 'rota', 'darse', 'barrera']"
3327,Salida de vía,"Vehículo que se da con el bordillo del hastial izquierdo y se para en carril derecho, cortamos dicho carril y solicitamos la presencia de policía municipal, el vehículo lo recoge la grúa EMT y al conductor se lo lleva policía.","['vehiculo', 'bordillo', 'hastial', 'izquierdo', 'carril', 'derecho', 'cortamos', 'carril', 'solicitamos', 'presencia', 'policia', 'municipal', 'vehiculo', 'recoge', 'grua', 'emt', 'conductor', 'policia']"
3328,Colisión de vehículos,"Accidente entre 2 vehículos en ramal, el vehículo 2 se retira del punto por sus medios, no hay heridos ni daños al patrimonio, al final el vehículo número 1 es retirado por la grúa del usuario y finaliza la incidencia, policía no sé presenta.","['accidente', '2', 'vehiculos', 'ramal', 'vehiculo', '2', 'retira', 'punto', 'medios', 'heridos', 'daños', 'patrimonio', 'vehiculo', 'numero', '1', 'retirado', 'grua', 'usuario', 'finaliza', 'incidencia', 'policia', 'presenta']"
3329,Salida de vía,"Vehículo se sale de vía colisionando contra muro de hormigón, en el punto sólo está vehículo sin conductor.","['vehiculo', 'sale', 'via', 'colisionando', 'muro', 'hormigon', 'punto', 'vehiculo', 'conductor']"
3330,Salida de vía,Vehículo se sale de via causando daños a patrimonio en isleta.,"['vehiculo', 'sale', 'via', 'causando', 'daños', 'patrimonio', 'isleta']"
3331,Colisión de vehículos,Colisión por alcance con heridos sin daños en el arcén derecho.Señalizo hasta que Samur atiende a la usuaria del veh 2 dándola de alta en el punto.Los dos vehículos son cargados por sus propias grúas.,"['colision', 'alcance', 'heridos', 'daños', 'arcen', 'derechoseñalizo', 'samur', 'atiende', 'usuaria', 'veh', '2', 'dandola', 'alta', 'puntolos', 'vehiculos', 'cargados', 'gruas']"
3332,Colisión de vehículos,"Aviso de accidente, llego al punto y no hay nada.","['aviso', 'accidente', 'llego', 'punto']"
